id,text,bot_classification,bot_score,is_anomaly_iforest,is_anomaly_dbscan,max_similarity,is_duplicate,text_length
20,así es cuándo menos das a los hijos. el que desea conseguir lo que quiere lo logra. lo digo por experiencia por mí hijo ahora convertido en empresario. por eso padres no les den plato servidos a sus hijos él que quiere celeste que le cuesta,Normal,0,0,0,0.4037410442941547,0,240
21,"EL AMOR A DIOS Y OA PERSEVERANCIA.
BIEN RAFAEL LÓPEZ ALIAGA PRESIDENTE 2026 🇵🇪🇵🇪❤️🩵",Normal,0,0,0,0.6904458844715543,0,83
22,mi madre decía mientras tengas una carrera todo se puede hacer ( soy de ist me hice sola) 10 hermanos todos profesionales. Mientras quieras lo puedes hacer. No hay pretextos.,Normal,0,0,0,0.35624407724900675,0,174
23,HISTORIA DE VIDA REAL! SABE COMOSALIR ADELANTE CON PERSEVERANCIA!!PORKI PRESIDENTE!,Alta sospecha (ambos),2,1,1,0.4881075038238369,0,83
24,"Nadie sabe que fue regidor de Castañeda, robo ufff millones",Normal,0,0,0,0.3970095438994335,0,59
25,Merece ser presidente .,Normal,0,0,0,0.4420229364963707,0,23
26,grande talento peruano ... un ejemplo de superación es nuestro presidente 2026 Rafael López Aliaga... porky mi voto es tuyo todo v el Perú te pide.,Normal,0,0,0,0.3970107969220855,0,147
27,"coincido... el hambre no solo de alimento, si no de querer surgir...progresar y no quedar en el mismo lugar.... el hambre y necesidad van de la mano.. y forjan a grandes personas pero también las pueden destruir..",Normal,0,0,0,0.4480464186621604,0,213
28,UN GRANDE RAFAEL ..... no cocina mucho de ti en las elecciones pasadas hoy en día me saco el sombrero eres el PRESIDENTE QUE NECESITAMOS,Normal,0,0,0,0.4365189395627484,0,136
29,Porky presidente,Normal,0,0,0,1.0,1,16
30,Tengo entendido que se se muele la caña para hacer el azúcar,Normal,0,0,0,0.5015271634786383,0,60
31,Rafael López Aliaga será el mejor presidente del Perú🇵🇪🇵🇪🇵🇪🩵🩵,Normal,0,0,0,0.7524220980362689,0,61
32,Mi porki será presidente quiero apostar a qué la hace,Normal,0,0,0,0.28036182195905357,0,53
33,es verdad soy de colegio nacional universidad nacional y tengo mi propio negocio a punta de esfuerzo trasnochadas amanecidas pero lo logré,Normal,0,0,0,0.30656472366941384,0,138
34,"toda tu bancada apoyó a Keiko(Dina), traicionaste mi voto en 1era vuelta.
nunca Más",Normal,0,0,0,0.48062528104687496,0,83
35,López Aliaga no es un apellido de alcurnia? gente de mucho dinero,Normal,0,0,0,0.35299216933942273,0,65
36,me convenció votaré por el Alcalde de Lima Ing Rafael López Aliaga presidente del Perú 🇵🇪💙💙💙💙,Normal,0,0,0,0.6873256244051782,0,93
37,el que dijo que en el 2026 no va a postular y que su palabra vale oro. Quiere que ahora le crean.plop,Normal,0,0,0,0.3755014124332757,0,101
38,"Castillo ganó gritando
PEBLO PEBLO PEBLO!!!
A PORKY la gente lo ningunea por ser profesional.
Nos damos cuenta del problema",Sospecha media (uno),1,0,1,0.29651550916078595,0,123
39,"al igual que usted muchos que hemos querido salir adelante nos ha costado,, la vida no es fácil para nadie, Pero si quieres surgir te esfuerzas y logras avanzar",Normal,0,0,0,0.2808345912889594,0,160
40,Gente que sabe el valor del esfuerzo y el valor del dinero con sacrificio...y así ser un mejor humano...esa gente vale...nadie es perfecto...pero este señor si se merece ser Presidente del Perú,Normal,0,0,0,0.37754494743162853,0,193
41,"Perú con RLA: Meritocracia motivadora para jóvenes y mayores, así como criterio Gerencial para nuestro país . Eso sí, con fé cristiana y sensibilidad por nuestros prójimos.
A elegir bien con Hambre por un Perú Mejor !!!",Alta sospecha (ambos),2,1,1,0.3361632394855191,0,219
42,"ejemplo a seguir para los jóvenes, perseverancia y búsqueda de una educación real con universidades desligadas del marxismo y el comunismo.",Normal,0,0,0,0.4062495196206664,0,139
43,Mi futuro Presidente! 🫡,Normal,0,0,0,1.0000000000000002,0,23
44,"El éxitoso es gracias a su esfuerzo, disciplina y trabajo. El que quiere salir de ahí sale.",Normal,0,0,0,0.493650662779243,0,91
45,Este hombre va hacer crecer el país y lo V estabilizar la más de lo que a hecho julioVelarde Rafael López Aliaga Presidente del Perú 😁,Normal,0,0,0,0.5209533313910103,0,134
46,Grande Rafael ejemplo de perseverancia te admiramos !! Por eso serás el presidente,Normal,0,0,0,0.5187527996540422,0,82
47,"comprendo lo que dice rafael López Aliaga , cuando me mandaron a una universidad nacional me cambió mi chip y me hizo madurar bastante",Normal,0,0,0,0.4897024313945319,0,134
48,No cualquiera se hace millonario si no todos los peruanos fueras millonarios solo lo q se esfuerzan y quieren salir adelante … doy mi voto,Normal,0,0,0,0.34503135285252534,0,138
49,Cuenta con mi voto este srñor,Normal,0,0,0,0.7152280000774537,0,29
50,"Inspirador, empezó de abajo y lo hizo solo.👏👏👏👏",Normal,0,0,0,0.7174679944936402,0,47
51,"siempre fue primer puesto
se hizo millonario por esfuerzo
eso se hace trabajar duro",Normal,0,0,0,0.4771920779629628,0,83
52,"cualquier cosa que diga Porky los rojos van ha denigrar, incluso su trabajo en Lima, será nuestro presidente en primera vuelta",Normal,0,0,0,0.5151580738196516,0,126
53,"Con dos carreras profesionales, y mucho esfuerzo!!! hoy es un empresario exitoso y ahora dedicar su tiempo y trabajo a mejorar el Perú!!!",Alta sospecha (ambos),2,1,1,0.34421300075291317,0,137
54,No hay mejor candidato que Ud. digno representante para nuestro amado Perú 🇵🇪,Normal,0,0,0,0.44242306603759973,0,77
55,"Otro acuña q decía q dormían en una sola cama, jajjj",Normal,0,0,0,0.43978218648885187,0,52
56,"en serio,solo se lo crera la gran milagros",Normal,0,0,0,0.32139264065106443,0,42
57,mis respetos para ud siendo primer puesto en la universidad,Normal,0,0,0,0.4943733526510614,0,59
58,Es el mejor candidato que tenemos👏 espero la gente se de cuenta que es el único que puede ayudar al país a salir del hoyo,Normal,0,0,0,0.5149887476907906,0,121
59,"💖eres el mejor en todo Rafael , Dios te siga bendiciendo en todo momento de tu vida 💙",Sospecha media (uno),1,0,1,0.3456955275932987,0,85
60,"EXACTO,EL.HAMBRE..RCDO 5 AÑOS NO CENE,LA VELA CAYÓ SOPA,MAMÁ BOTO EL AGUADITO,MEDIO PAN CON TÉ,ESO FUÉ MI MOTIVACION,EL RESTO LO CONSTRUÍ CON DEDICA..",Normal,0,0,0,0.4480464186621604,0,150
61,"yo tambien sacaba primer puesto , pero no hubo perseverancia . Soy titulada en Farmacia .",Normal,0,0,0,0.4019019809345397,0,89
62,"Cierto l o tina dinero, desde que fujimorileegall la concepción de los trenes u el espacio para el hotel en machupicchu ahí recién se volvió millonario por eso siempre extra agradeció con Fiji y Vladimiro",Normal,0,0,0,0.40085142748288627,0,204
63,"Surrealista Rafael, un gran personaje con conocimiento diverso en administración, condiciones le sobran.....😎",Normal,0,0,0,0.4245802404961437,0,109
64,DIOS YA TE ESTABA ABRIENDO PUERTAS...🙏,Normal,0,0,0,0.34680007936789276,0,38
65,Presidente si o si,Normal,0,0,0,1.0000000000000002,0,18
66,Vamos cuchiiiiiii ! La esperanza del 🇵🇪,Normal,0,0,0,0.7122262314601238,0,39
67,Porky presidente 2026 sí o sí no hay otro con sus cualidades y capacidades,Normal,0,0,0,0.466115250441492,0,74
68,Lopez Aliaga presidente 2026👍,Normal,0,0,0,0.7006122437594267,0,29
69,Exacto es inteligente y habil y perseverante exacto y lo que se propone lo cumple,Normal,0,0,0,0.398426840567746,0,81
70,"@PERÚ:Mi primera votación será para Rafael López Aliaga, VAMOS PORKY 💙🇵🇪🌊 !",Alta sospecha (ambos),2,1,1,0.6468559886599786,0,75
71,Sin lugar a dudas un gran ejemplo este hombre 😍,Normal,0,0,0,0.4969983890496539,0,47
72,Rafael un gran ser humano que ama su patria y su gente. Bendiciones,Normal,0,0,0,0.7195649653484179,0,67
73,"Qué te digo, luchador. Más floroooo",Normal,0,0,0,0.3571230007410497,0,35
74,es cierto. en la udep en el baño siempre encuentras papel higiene y nadie se lo lleva,Normal,0,0,0,0.36310342662086686,0,85
75,Aliaga presidente,Normal,0,0,0,1.0,0,17
76,"perseverancia, disciplina, esfuerzo, se puede lograr mucho , Dios quiera que seas nuestro próximo presidente ❤️🙏",Normal,0,0,0,0.3124039592915282,0,112
77,🥰EL EXITO SOLO SE CONSIGUE CON EL PROPIO ESFUERZO. 🥰,Normal,0,0,0,0.4527725960006296,0,52
78,mi futuro Presidente del Perú!!!,Normal,0,0,0,0.9698488188747741,0,32
79,"Una inspiración total, interesante testimonio...",Normal,0,0,0,0.437107878223804,0,48
80,Porki presidente de Perú en primera vuelta vamos Perú,Normal,0,0,0,0.6275483267415028,0,53
81,QUE MARAVILLA TENERTE EN NUESTRO PRESENTE Y FUTURO. GRACIAS POR TU GENEROSIDAD. DIOS NOS SIGA BENDICIENDO,Normal,0,0,0,0.3456955275932987,0,105
82,escuchemos bien PERSEVERANCIA...una persona muy preparada,Normal,0,0,0,0.5713440560898185,0,57
83,el esfuerzo el sacrificio la perseverancia etc son premiad con el éxito,Normal,0,0,0,0.4527725960006296,0,71
84,es muy bueno que se hizo empresario con su propio trabajo y esfuerzo ejemplo para jóvenes,Normal,0,0,0,0.31147211608310316,0,89
85,VAMOS PORKYY,Sospecha media (uno),1,1,0,0.7122262314601238,0,12
86,lo que me sorprende de este alcalde de lima es su velocidad para hacer obras....nunca ví algo así en ninguna otra autoridad,Normal,0,0,0,0.3326984020380947,0,123
87,"Ojalá sea Presidente del Perú, sería nuestra salvacion",Normal,0,0,0,0.4584554226245319,0,54
88,mi voto es para Porky,Normal,0,0,0,0.6366353332499076,0,21
89,excente un presidente de lujo,Normal,0,0,0,0.42867536956698654,0,29
90,ESE ES MI CANDIDATO,Normal,0,0,0,0.541487096664335,0,19
91,RLA Presidente del Perú 2026 🇵🇪,Normal,0,0,0,0.725671776906807,0,31
92,presidente si o si 🇵🇪🙏🇵🇪🙏,Normal,0,0,0,1.0000000000000002,0,25
93,dónde está milagro Leiva lo extraño para ver sus noticias porfa,Normal,0,0,0,0.2624760704399064,0,63
94,asi hay .unos que trabajas y estudian. todo depende de lo quieras. el esfuerzo y sacrificio se ven en el futuro. en la vida nada es gratis ni fácil.,Normal,0,0,0,0.46673619498835167,0,148
95,Rafael López Aliaga Presidente 🇵🇪,Normal,0,0,0,1.0000000000000002,0,33
96,"Porki hace 40 años ya era viejo, esto es alucinante.",Normal,0,0,0,0.3752044143409856,0,52
97,Que buen ejemplo para lis que quieren que todo les dé el estado,Normal,0,0,0,0.33266043322515065,0,63
98,siempre fuiste un éxito ! grande presidente,Normal,0,0,0,0.32564517823706,0,43
99,ES UN EJEMPLO TERRENAL👏,Normal,0,0,0,0.569013113139071,0,23
100,"El peruano que triunfa es envidiado también por otros peruanos. Solo los que tienen existo en su vida profesional y de negocios saben todo el esfuerzo, lágrimas y sacrificio q hay en el camino.",Normal,0,0,0,0.46673619498835167,0,193
101,"siempre dijo: los hombres exitosos son los que se forjaron desde abajo,a base de esfuerzo y perseverancia.",Normal,0,0,0,0.5069043126211934,0,106
102,"Para mi el mejor candidato para presidente del Perú, en Lima en solo 3 años nunca hubo alcalde con tal cantidad de obras q la prensa mermelera no cubre",Normal,0,0,0,0.41195222208898014,0,151
103,"Este caballero inteligente, tenaz necesita el Perú. Dios permita que Usted sea mi Presidente 🙏🥰",Normal,0,0,0,0.4233139298339827,0,95
104,"todos piensan que es suerte cuando estas en la sima, pero nadie vio el esfuerzo y sacrificio para lograr eso",Normal,0,0,0,0.3310833729452763,0,108
105,es millonario por su esfuerzo PORKI presidente,Normal,0,0,0,0.5178837017466997,0,46
106,Porki te voy a dar mi voto esperó que no me decepciones presidente,Normal,0,0,0,0.4952671014315618,0,66
107,porki es clave,Normal,0,0,0,0.6157439554002343,0,14
108,lo admiro mucho porki,Normal,0,0,0,0.6410044270367168,0,21
109,porky es un genio. sería un lujo tenerlo de presidente.,Normal,0,0,0,0.5422085809832988,0,55
110,bendiciones 🦋❤❤ alcalde mi corazón confía en usted ❤❤ será un buen presidente b❤️‍🩹❤️‍🩹❤️‍🩹,Alta sospecha (ambos),2,1,1,0.39963416348266984,0,91
111,Inspirador,Normal,0,0,0,0.0,0,10
112,Es el mejor candidato que hay hasta el momento .,Normal,0,0,0,0.4826778246536825,0,48
113,"asi.es Rafael, bien Pr3sodente",Normal,0,0,0,0.438573642131265,0,30
114,Porky ejemplo de lider y superacion,Normal,0,0,0,0.5351734635171463,0,35
115,RLA 2026 🇵🇪✔,Normal,0,0,0,0.7814766171001157,0,12
116,yo para que mejore la economia notaria por El,Normal,0,0,0,0.3964459135523431,0,45
117,...lo comparo con acuña y me pongo a llorar...,Normal,0,0,0,0.5154044299207918,0,46
118,Rafael López Aliaga Presidente,Normal,0,0,0,1.0000000000000002,0,30
119,la gente que critica es gente renegada de la vida. la perseverancia es el secreto,Normal,0,0,0,0.47341812870671907,0,81
120,Rafael tienes mi voto y la de mi familia te apoyamos y seguiremos orando por usted,Normal,0,0,0,0.602732592878299,0,82
121,Mi papa no tenia plata jajajakajajajajajajaj Siiiii JUANNN,Normal,0,0,0,0.7331343297337024,0,58
122,"la perseverancia,trabajo en equipo y tener una meta clara,tener valores 👌 y sobre todo tener a Dios como guía lo es todo.",Normal,0,0,0,0.36207837900952905,0,121
123,deben aprender los rojos,Normal,0,0,0,0.4078445939837512,0,24
124,"Lo felicito RLA.
Buena experiencia que lo ayudo a formarse.",Normal,0,0,0,0.41454122482969696,0,59
125,"Gran ser Humano.
RLA 2026",Normal,0,0,0,0.7889049716602151,0,25
126,"🤔 me lo tomaré con calma, haré mi tarea y me pondré a estudiar a todos los candidatos.",Normal,0,0,0,0.5154044299207918,0,86
127,porky es lo mejor,Normal,0,0,0,0.43064102317891956,0,17
128,"eso se llama resiliencia, bravo Rafael eres admirable👏🏻👏🏻👏🏻🌻",Normal,0,0,0,0.3490600211735849,0,60
129,"Capo Rafa, que orgullo siga adelante",Normal,0,0,0,0.4434246536297466,0,36
130,El Perú tiene la oportunidad de tener un presidente de este nivel. Sería una gran oportunidad para todos los peruanos.,Normal,0,0,0,0.32867135169819983,0,118
131,Perseverante💪🏻,Normal,0,0,0,0.8569183097424258,0,14
132,Rafael Presidente,Normal,0,0,0,1.0,0,17
133,grande Mi presidente,Normal,0,0,0,0.8290868492603628,0,20
134,excelente mi presidente,Normal,0,0,0,0.8481943266610636,0,23
135,porky es el único que puede sacar adelante a este pais,Normal,0,0,0,0.6070429756814836,0,54
136,"Claro que si Se. Rafael mi respeto y admiración siempre, bendiciones 🙏🙏💕💕🌷🌷",Normal,0,0,0,0.3208796374420459,0,75
137,florazo,Normal,0,0,0,0.8989224625031544,0,7
138,Un gran ser humano❤️❤️❤,Normal,0,0,0,0.7889049716602151,0,23
139,Profesores europeos en la de Piura 😳😳 x Dios esa universidad está más atrasada,Normal,0,0,0,0.5922906615295517,0,78
140,otro castillo contando como y donde hacia sus necesiddes biológicas😅😅😏,Normal,0,0,0,0.3303032367069097,0,70
141,"Es el más adecuado para ser presidente del Perú. capacidad, conocimiento, y vocación de servicio. Además se ha hecho solo y en condiciones difíciles",Normal,0,0,0,0.3730721254187418,0,148
142,Algo nuevo no sabía que se muere la azúcar,Normal,0,0,0,0.4739926999297369,0,42
143,Porky presidente 🩵🩵🩵🩵,Normal,0,0,0,1.0,0,21
144,Chiclayo es clave😁,Normal,0,0,0,0.6157439554002343,0,18
145,Ya siendo del opus es lo máximo ellos son súper ordenados y muy decididos mi voto para le de todas maneras ✌️bien Rafael tu si me representas 👍🏻 eres un hombre inteligente y honesto y estoy segura que saldremos de esto 👍🏻,Alta sospecha (ambos),2,1,1,0.30286487932430667,0,221
146,Lo Admiro Rafael,Normal,0,0,0,0.6410044270367168,0,16
147,"YA PERO EL BURRO NI DINA RENUNCIARIARON AL SUELDO , Y KEIKO CONTROLA EL UNIVERSO 🤣",Normal,0,0,0,0.3051419564704469,0,82
148,el futuro Presidente del Perú,Normal,0,0,0,0.9651413350032974,0,29
149,con ese corazon grande dios te ilumino y fuiste un hombre de bien muy sencillo y humano Diosito te siga bendiciendo,Normal,0,0,0,0.3344513183047649,0,115
150,,Normal,0,0,0,0.0,1,0
151,Perú será un gran país con Porky,Normal,0,0,0,0.4245802404961437,0,32
152,Futuro Presidente del Perú RLA,Normal,0,0,0,0.8988172662731733,0,30
153,"Ya, Porky antes q seas presidente te debo un cevichito frente a la Pedro, no te olvides de el terminal puerto Eten .",Normal,0,0,0,1.0000000000000002,1,116
154,RAFAEL PRESIDENTE!!!,Alta sospecha (ambos),2,1,1,1.0,0,20
155,Bien mi presidente,Normal,0,0,0,0.8481943266610636,0,18
156,Es un buen ejemplo todo se puede en esta vida 👏👏👏,Normal,0,0,0,0.34982673911841894,0,49
157,,Normal,0,0,0,0.0,1,0
158,"vamos Porky no seas una falla,vas a salir",Normal,0,0,0,0.6229417884065818,0,41
159,"QUE EJEMPLO DEL ""FLACO LÓPEZ"" EL HAMBRE ES MOTIVADOR...SOLO PARA LO QUE HEMOS PASADO",Normal,0,0,0,0.40107687614112425,0,84
160,Mi hijo de 14 años tiene un pensamiento parecido que como es buen estudiante puede postular a la U más prestigiosa de Lima pero becado pues el cerebro te ayuda mucho ahora está x postular al COAR para forjar su futuro !!!,Alta sospecha (ambos),2,1,1,0.37680332990350596,0,221
161,ES BUENA UNIVERSIDAD HAY MUCHOS EXTRANJERO QUE ESTUDIAN AHI,Normal,0,0,0,0.49437675821572347,0,59
162,porki presidente 🤗,Normal,0,0,0,1.0,0,18
163,"Wow, así deberían estar calificados los alcaldes y presidentes",Normal,0,0,0,0.8939550819955193,0,62
164,Primera vez que lo escucho hablar que no sea de política y se le ve alguien con criterio y muy leído.,Normal,0,0,0,0.29079032168926844,0,101
165,"Bien Rafael, ya está mostrando su compromiso SIN COBRAR SUELDO está en la alcaldia",Normal,0,0,0,0.44783826820557143,0,82
166,"Quiero ser parte, cuando seas presidente
Un eslabón, amén!",Normal,0,0,0,0.28383236511592763,0,58
167,Si Ud es una persona muy trabajadora esperamos reciba nuestra invitación,Normal,0,0,0,0.5713440560898185,0,72
168,Porky ❤,Normal,0,0,0,1.0,0,7
169,"estoy contigo Lopes Aliaga, con perseverancia se logra todo 👏👏💪💪🙏",Normal,0,0,0,0.23136705229140903,0,65
170,yo lo terminé en 4 años y 10 meses,Normal,0,0,0,0.27115393411876987,0,34
171,cómo que Porky es de la Pedro :v,Normal,0,0,0,0.4024064619550395,0,32
172,Gente compartan los videos. es necesario👍,Normal,0,0,0,0.5611789493732378,0,41
173,presidente pork,Normal,0,0,0,0.856857703017331,0,15
174,Vamos porky mi voto es por ti,Normal,0,0,0,0.6366353332499076,0,29
175,Rafael López Aliaga presidente del Perú en primera vuelta,Normal,0,0,0,0.8711346418962261,0,57
176,Piura siempre adelante,Normal,0,0,0,0.37186586728027615,0,22
177,yyy los caviares??,Alta sospecha (ambos),2,1,1,0.8101949268074616,0,18
178,"si no ha hecho nada en Lima, lo hará para Perú",Normal,0,0,0,0.3730721254187418,0,46
179,Yo también usé gámalate es muy buena.,Normal,0,0,0,0.4973295508344346,0,37
180,Tocando fibras de sensibilidad pero el OPUS TE DA MUCHA SIBERBIA Y CREN EN SU PODER HUMANO PERO NO EN EL PODER DE DIOS Y EN LA HUMILDAD,Normal,0,0,0,0.3953246347973858,0,135
181,tiene mi voto !!!,Sospecha media (uno),1,0,1,0.8568325703245789,0,17
182,La clásica hay que convencer.,Normal,0,0,0,0.7640685031214588,0,29
183,"Señor López Aliaga es un ejemplo de perseverancia, de fe y que con estudio y talento se puede lograr muchas cosas buenas en la vida. Dios lo bendiga",Normal,0,0,0,0.4201619209079916,0,148
184,bien Rafael,Normal,0,0,0,1.0,0,11
185,Por fin tenemos el candidato que siempre esperamos . Dios lo guíe Rafael,Normal,0,0,0,0.3276063946222482,0,72
186,Lopes Aliaga presidente,Normal,0,0,0,1.0,0,23
187,un gran hombre sus argumentos fluidos el desenvolvimiento es elocuente sinónimo de un hombre .uy inteligente y probó ok 🫱,Normal,0,0,0,0.5665281732488214,0,121
188,Perseverante y con equipo💪💪,Normal,0,0,0,0.8569183097424258,0,27
189,Porky la mejor opción,Normal,0,0,0,1.0,1,21
190,Felizmente que no fuiste a la Catolica !!!,Normal,0,0,0,0.42371842659188835,0,42
191,en 1ra vuelta presidente del Perú,Normal,0,0,0,0.6694706884341646,0,33
192,este es un gran tipo,Normal,0,0,0,0.5428388597967141,0,20
193,mejor di si mi abuelita estaría viva,Normal,0,0,0,0.36013682960345395,0,36
194,"Jorge Luna, te veo en todas.",Normal,0,0,0,0.32000811235813503,0,28
195,"desde abajo, osea desde el infierno",Normal,0,0,0,0.9238745748875967,0,35
196,como hay gente que lee cree,Normal,0,0,0,0.47259875124597833,0,27
197,Somos Porky,Normal,0,0,0,0.780467427696117,0,11
198,POR QUE M BLINDARON A DINA...,Normal,0,0,0,0.3122702415022167,0,29
199,"Rafa ,,Que Buena MOTIVACION Para Este Seguidor Tuyo , y Ojalá Lo Tomen Muchas JUVENTUDES !!!...Yesssss....",Alta sospecha (ambos),2,1,1,1.0,1,106
200,"No estaba segura de votar por Rafael Aliaga, pero analicemos, el tiene estudios, capacidad de gestión, experiencia y esto es lo más importante y creo que piensa hacer lo mejor por el Perú. Y también paso por necesidad y entiende y sabe lo que se siente pasar por necesidad. Creo que es la mejor opción hasta el momento. Pensemos en el Perú. Persona perfecta no hay, todos tenemos defectos. Y creo que la mejor opción hasta el momento el Rafael Aliaga. Vamos Rafael Presidente.",Alta sospecha (ambos),2,1,1,0.42363979752732606,0,476
201,"...@........HERJSIL es una startup que democratiza el acceso a oportunidades, visibilizando a empresas compradoras y MIPYMES proveedoras en todo el país.
Eliminamos la intermediación y el direccionamiento, erradicamos la corrupción de los procesos comerciales, apostamos por la transparencia, trazabilidad e integridad como pilares de desarrollo sostenible.
Con HERJSIL, los negocios son ágiles, confiables y competitivos, junto a nuestros clientes y aliados estratégicos estamos creando un ecosistema empresarial que genera confianza, atrae inversión y fortalece la base productiva del Perú y Latam.
¡Es momento de transformar juntos la manera de hacer empresa!",Alta sospecha (ambos),2,1,1,0.38689851065696873,0,662
202,"admirable su deseo de salir adelante y lo logro honradamente,el mejor candidato para el Perú 🩵",Normal,0,0,0,0.38068462333159875,0,94
203,potencia mundial jejeje😂😂😂,Normal,0,0,0,1.0,0,26
204,vino desde abajo con MONTESINOS,Normal,0,0,0,1.0,1,31
205,"****Mi futuro Presidente, si lo tocan la población se va levantar como unos lobos***",Normal,0,0,0,1.0,1,84
206,Que tal libreto y como la prensa vendida lo auspicia toda se la saben corrupción nada más,Normal,0,0,0,1.0,1,89
207,cómo hago para hablar con Rafael a dónde tengo que ir,Normal,0,0,0,1.0000000000000002,1,53
208,que carrera estudio en la universidad Pedro ruiz gallo de lambayeque..?,Normal,0,0,0,0.4943733526510614,0,71
209,"Es el único que sabe, es el único que sabe como. 💪",Normal,0,0,0,1.0000000000000002,1,50
210,capo!,Sospecha media (uno),1,1,0,1.0,1,5
211,ver violencia? hoy hay mas violencia y no haces nada,Sospecha media (uno),1,1,0,1.0,1,52
212,"Vamos porky, se como es tu historia y serias lo mejor para el Perú",Normal,0,0,0,1.0000000000000002,1,66
213,Arriba Piura _ chiclayo- Perú👏 💪,Sospecha media (uno),1,0,1,0.44787667650863555,0,32
214,La Udep la mejor 🥰🥰🥰,Normal,0,0,0,0.448068810069437,0,20
215,Bravooooooo!!!Rafael presidente!!,Alta sospecha (ambos),2,1,1,1.0,0,33
